No.U,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2,Wafer_ID,Seq,X,Y,Bin,Lot_ID
16.0,0.0,1.1e-09,4e-09,3.321,130.1,130.3,1.14e-08,1.92e-08,5.6e-09,1.9e-09,,2,17,8,1,1.0,FA54-5339-327A-250501@203
15.0,1e-08,3.2e-09,2e-10,3.308,130.1,130.3,1.07e-08,1.83e-08,3e-09,4.5e-09,,2,18,8,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,8e-10,1.2e-09,3.355,130.1,130.4,1.03e-08,1.84e-08,9e-10,1e-09,,2,19,8,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,2.8e-09,1.7e-09,3.487,129.9,130.1,9.5e-09,1.84e-08,6.3e-09,5.1e-09,,2,20,8,1,1.0,FA54-5339-327A-250501@203
12.0,2e-08,1.5e-09,3e-09,3.426,129.7,130.0,1.17e-08,1.86e-08,4e-09,2.6e-09,,2,21,8,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,2.6e-09,6.5e-09,3.389,129.9,129.9,1.19e-08,1.97e-08,3.3e-09,1.5e-09,,2,22,8,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,7e-10,9e-10,3.372,129.8,130.0,1.2e-08,1.91e-08,3.6e-09,4.3e-09,,2,23,8,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,1.7e-09,7e-10,3.261,129.9,130.1,1.08e-08,2e-08,3.2e-09,3.3e-09,,2,24,8,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,5.4e-09,2.2e-09,3.299,130.0,130.2,1.14e-08,2.11e-08,3.4e-09,4.3e-09,,2,25,8,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,2.4e-09,4.2e-09,3.21,129.9,130.0,1.14e-08,2.25e-08,0.0,1.7e-09,,2,26,8,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,2.5e-09,1.7e-09,3.196,129.9,130.2,1.32e-08,2.38e-08,2e-09,4.8e-09,,2,27,9,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,1.3e-09,2.1e-09,3.214,129.9,130.0,1.19e-08,2.2e-08,4.4e-09,2.1e-09,,2,28,9,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,1.8e-09,6.6e-09,3.291,129.8,130.1,1.19e-08,1.98e-08,4.1e-09,1e-09,,2,29,9,1,1.0,FA54-5339-327A-250501@203
9.0,2e-08,1.3e-09,1.3e-09,3.28,129.6,129.9,1.17e-08,1.91e-08,6e-10,4e-09,,2,30,9,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,1e-10,5.3e-09,3.396,129.6,129.9,1.14e-08,2.03e-08,4.6e-09,3.9e-09,,2,31,9,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,2e-09,5e-09,3.442,129.8,130.0,1.06e-08,1.97e-08,6e-10,9e-10,,2,32,9,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,1.9e-09,9e-10,3.389,129.8,130.1,1.04e-08,1.9e-08,1.1e-09,1.6e-09,,2,33,9,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,2.4e-09,1.3e-09,3.534,129.7,130.0,1.07e-08,1.85e-08,5.6e-09,1.3e-09,,2,34,9,1,1.0,FA54-5339-327A-250501@203
14.0,1e-08,0.0,9e-10,3.369,129.8,130.1,1.06e-08,1.72e-08,7e-10,1.5e-09,,2,35,9,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,3e-10,3.6e-09,3.287,129.9,130.1,9.9e-09,1.86e-08,4.3e-09,3.6e-09,,2,36,9,1,1.0,FA54-5339-327A-250501@203
16.0,1e-08,2.8e-09,4.9e-09,3.329,130.1,130.3,1.01e-08,1.87e-08,9e-10,1.4e-09,,2,37,9,1,1.0,FA54-5339-327A-250501@203
17.0,0.0,8e-10,1.3e-09,3.343,130.2,130.6,1.09e-08,1.91e-08,4.7e-09,2.5e-09,,2,38,10,1,1.0,FA54-5339-327A-250501@203
16.0,1e-08,9e-10,1.8e-09,3.34,129.9,130.2,1.08e-08,1.65e-08,3.3e-09,5e-09,,2,39,10,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,3.1e-09,4e-10,3.35,129.4,129.6,1e-08,1.85e-08,1.1e-09,3.7e-09,,2,40,10,1,1.0,FA54-5339-327A-250501@203
14.0,1e-08,6e-10,2.8e-09,3.425,129.6,129.9,1.14e-08,1.87e-08,1.4e-09,6e-10,,2,41,10,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,1.4e-09,1.1e-09,3.483,129.6,130.0,1.05e-08,1.94e-08,9e-10,6e-10,,2,42,10,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,1e-09,2.9e-09,3.481,129.8,130.2,1.2e-08,1.93e-08,4e-09,3.3e-09,,2,43,10,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,9e-10,3.8e-09,3.377,129.8,130.0,1.13e-08,1.87e-08,2.1e-09,6.6e-09,,2,44,10,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,2.8e-09,3.3e-09,3.305,129.8,130.0,1.08e-08,2.01e-08,5e-10,2.4e-09,,2,45,10,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,0.0,2.2e-09,3.344,129.6,129.9,1.22e-08,2e-08,1.8e-09,1.6e-09,,2,46,10,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,0.0,3e-10,3.273,129.6,129.8,1.24e-08,2.26e-08,8e-10,4e-10,,2,47,10,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,1.8e-09,7.1e-09,3.24,129.9,130.0,1.3e-08,2.15e-08,6.4e-09,1e-10,,2,48,10,1,1.0,FA54-5339-327A-250501@203
6.0,2.203e-05,999.9,,,,,,,,,,2,49,10,4,1.0,FA54-5339-327A-250501@203
5.0,2e-08,7e-10,0.0,3.226,129.7,130.0,1.82e-08,2.67e-08,4.1e-09,1.4e-09,,2,50,11,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,0.0,4.5e-09,3.179,129.9,129.9,1.33e-08,2.41e-08,4.4e-09,6.4e-09,,2,51,11,1,1.0,FA54-5339-327A-250501@203
7.0,1e-08,1.4e-09,3.8e-09,3.247,0.1,,,,,,,2,52,11,7,1.0,FA54-5339-327A-250501@203
8.0,1e-08,3.3e-09,0.0,3.26,129.8,129.9,1.16e-08,2.06e-08,2.1e-09,1.8e-09,,2,53,11,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,3e-10,2.8e-09,3.362,129.8,130.0,1.3e-08,1.98e-08,4.3e-09,1.1e-09,,2,54,11,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,1.2e-09,2e-09,3.36,129.8,130.0,1.11e-08,2.01e-08,2.4e-09,7.4e-09,,2,55,11,1,1.0,FA54-5339-327A-250501@203
11.0,2e-08,5.1e-09,3e-09,3.375,130.0,130.3,1.14e-08,1.97e-08,9e-10,2.7e-09,,2,56,11,1,1.0,FA54-5339-327A-250501@203
12.0,1e-08,2.8e-09,7.2e-09,3.444,130.0,130.3,1.15e-08,1.87e-08,6.8e-09,7e-10,,2,57,11,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,2e-10,0.0,3.445,129.5,129.8,1.13e-08,1.76e-08,2.2e-09,2e-10,,2,58,11,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,2.1e-09,1.1e-09,3.441,129.3,129.6,1.02e-08,1.98e-08,1.9e-09,1e-09,,2,59,11,1,1.0,FA54-5339-327A-250501@203
15.0,1e-08,1.4e-09,2.6e-09,3.383,129.1,129.5,1.02e-08,1.89e-08,4e-09,7e-10,,2,60,11,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,1.4e-09,2.5e-09,3.323,129.7,129.9,1.01e-08,1.76e-08,2.6e-09,6.5e-09,,2,61,11,1,1.0,FA54-5339-327A-250501@203
17.0,0.0,5.2e-09,5e-10,3.328,130.2,130.4,1e-08,1.8e-08,1.3e-09,3.7e-09,,2,62,11,1,1.0,FA54-5339-327A-250501@203
17.0,2e-08,3e-09,6.7e-09,3.312,130.1,130.4,1.03e-08,1.73e-08,3.3e-09,3e-09,,2,63,12,1,1.0,FA54-5339-327A-250501@203
16.0,1e-08,7e-10,1e-10,3.356,129.5,129.7,1.1e-08,1.75e-08,2.1e-09,1.7e-09,,2,64,12,1,1.0,FA54-5339-327A-250501@203
15.0,2e-08,2e-09,1.1e-09,3.342,128.9,129.2,9.9e-09,2.01e-08,1.5e-09,5e-10,,2,65,12,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,1e-10,6e-10,3.391,129.3,129.5,1.01e-08,1.89e-08,4.4e-09,7e-10,,2,66,12,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,2e-09,1e-10,3.505,129.4,129.6,1.09e-08,1.76e-08,1.3e-09,5.2e-09,,2,67,12,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,6e-10,2.7e-09,3.408,130.3,130.5,1.08e-08,1.95e-08,1.3e-09,4e-10,,2,68,12,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.4e-09,4.5e-09,3.375,130.3,130.5,1.11e-08,1.98e-08,0.0,9e-10,,2,69,12,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,1e-09,4.5e-09,3.318,129.9,130.2,1.29e-08,1.97e-08,2.6e-09,1.7e-09,,2,70,12,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,4e-10,2.3e-09,3.258,130.0,130.1,1.23e-08,2.03e-08,3.6e-09,3.9e-09,,2,71,12,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,1.8e-09,6e-09,3.326,129.9,130.1,1.24e-08,2.03e-08,3.9e-09,1.1e-09,,2,72,12,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,8e-10,4.3e-09,3.217,129.9,130.2,1.37e-08,2.03e-08,1.7e-09,2.1e-09,,2,73,12,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,6e-10,1e-10,3.157,130.0,130.0,1.37e-08,2.2e-08,2e-09,2.6e-09,,2,74,12,1,1.0,FA54-5339-327A-250501@203
5.0,0.0,0.0,3.6e-09,3.188,129.8,129.9,1.72e-08,2.61e-08,4.4e-09,8.5e-09,,2,75,12,1,1.0,FA54-5339-327A-250501@203
5.0,1e-08,3.1e-09,1.3e-09,3.247,129.7,129.9,1.47e-08,2.51e-08,2.1e-09,1.6e-09,,2,76,13,1,1.0,FA54-5339-327A-250501@203
6.0,1e-08,2.1e-09,8e-10,3.199,129.8,129.9,1.22e-08,2.23e-08,5.2e-09,3.6e-09,,2,77,13,1,1.0,FA54-5339-327A-250501@203
7.0,1e-08,6e-10,2.6e-09,3.217,129.9,130.1,1.14e-08,2.02e-08,2e-09,2.8e-09,,2,78,13,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,2.8e-09,7e-10,3.338,129.7,130.0,1.15e-08,2.01e-08,7e-10,4e-10,,2,79,13,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,1.4e-09,5.3e-09,3.303,129.9,130.2,1.13e-08,1.91e-08,6.4e-09,1e-09,,2,80,13,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,3.8e-09,2.9e-09,3.282,129.8,130.0,1.2e-08,1.74e-08,4.7e-09,6.1e-09,,2,81,13,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.4e-09,1e-10,3.359,130.2,130.4,1.04e-08,1.86e-08,1.7e-09,5e-10,,2,82,13,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,2e-10,1.8e-09,3.404,130.0,130.3,9.2e-09,1.65e-08,3.6e-09,1e-09,,2,83,13,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,1.1e-09,1e-09,3.49,129.2,129.6,8.9e-09,1.82e-08,4.5e-09,0.0,,2,84,13,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,4e-10,2e-09,3.338,129.3,129.5,1.04e-08,1.8e-08,1.4e-09,1.3e-09,,2,85,13,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,1.3e-09,4e-10,3.366,128.9,129.2,9.8e-09,2.02e-08,2.1e-09,3e-10,,2,86,13,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,1e-09,2.7e-09,3.345,129.6,129.8,8.1e-09,1.77e-08,1.6e-09,8e-10,,2,87,13,1,1.0,FA54-5339-327A-250501@203
17.0,0.0,6e-10,3e-09,3.298,130.2,130.4,9.9e-09,1.65e-08,1.7e-09,4e-09,,2,88,13,1,1.0,FA54-5339-327A-250501@203
17.0,0.0,0.0,3.2e-09,3.281,130.1,130.3,8.5e-09,1.75e-08,2.4e-09,3.2e-09,,2,89,14,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,9e-10,3.3e-09,3.312,129.6,129.9,8.6e-09,1.69e-08,5e-09,5.4e-09,,2,90,14,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,1e-10,1e-10,3.279,128.9,129.1,9.2e-09,1.94e-08,9e-10,6e-10,,2,91,14,1,1.0,FA54-5339-327A-250501@203
14.0,99.99,,,,,,,,,,,2,92,14,3,1.0,FA54-5339-327A-250501@203
13.0,0.0,0.0,3.9e-09,3.445,129.2,129.5,1.01e-08,1.78e-08,2.7e-09,2.8e-09,,2,93,14,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,6e-10,5.2e-09,3.344,129.7,130.0,9.6e-09,1.66e-08,4.9e-09,9e-10,,2,94,14,1,1.0,FA54-5339-327A-250501@203
11.0,1e-08,1.3e-09,4e-10,3.379,129.7,129.9,9.7e-09,1.68e-08,1.6e-09,4.1e-09,,2,95,14,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,2.4e-09,3.5e-09,3.268,129.6,129.8,1.06e-08,1.93e-08,9e-10,6e-10,,2,96,14,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,8e-10,2.8e-09,3.24,129.6,129.9,1.1e-08,1.85e-08,3.8e-09,3.8e-09,,2,97,14,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,1.9e-09,1.1e-09,3.32,129.5,129.8,1.09e-08,1.9e-08,2.8e-09,5e-09,,2,98,14,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,4.1e-09,1.3e-09,3.213,129.6,129.9,1.06e-08,2e-08,9e-10,2.8e-09,,2,99,14,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,4.9e-09,3.9e-09,3.22,129.6,129.7,1.13e-08,2.16e-08,4e-10,2.8e-09,,2,100,14,1,1.0,FA54-5339-327A-250501@203
5.0,1e-08,4e-10,2.9e-09,3.284,129.3,129.6,1.17e-08,2.19e-08,1.3e-09,4.5e-09,,2,101,14,1,1.0,FA54-5339-327A-250501@203
6.0,1e-08,9e-10,3.1e-09,3.254,129.6,129.9,1.1e-08,2.03e-08,5.1e-09,2.3e-09,,2,102,15,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,1e-09,1.8e-09,3.233,129.9,129.9,1.03e-08,1.84e-08,2.2e-09,4e-10,,2,103,15,1,1.0,FA54-5339-327A-250501@203
8.0,1e-08,1.2e-09,7e-10,3.195,129.5,129.7,9.6e-09,1.9e-08,1.3e-09,4e-10,,2,104,15,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,7e-10,1.1e-09,3.286,129.4,129.6,9.6e-09,1.83e-08,7e-09,4.3e-09,,2,105,15,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,3.2e-09,8e-10,3.302,129.4,129.7,9e-09,1.85e-08,3.9e-09,4.1e-09,,2,106,15,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,4e-10,3.6e-09,3.37,129.5,129.7,1.05e-08,1.81e-08,2.8e-09,4.6e-09,,2,107,15,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,2.3e-09,2.6e-09,3.404,129.6,129.9,9.8e-09,1.62e-08,2.8e-09,6.5e-09,,2,108,15,1,1.0,FA54-5339-327A-250501@203
13.0,2e-08,1e-09,2e-09,3.362,129.4,129.6,9.7e-09,1.79e-08,3.7e-09,5.6e-09,,2,109,15,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,4.1e-09,1.9e-09,3.359,129.3,129.5,8.6e-09,1.77e-08,2e-10,1.8e-09,,2,110,15,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,1e-09,2.9e-09,3.304,129.2,129.4,8e-09,1.77e-08,4.3e-09,2e-10,,2,111,15,1,1.0,FA54-5339-327A-250501@203
16.0,2e-08,2.6e-09,4.1e-09,3.274,129.7,130.1,9.3e-09,1.57e-08,4.4e-09,1.3e-09,,2,112,15,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,4.4e-09,1.5e-09,3.262,129.8,130.1,8.4e-09,1.65e-08,1.7e-09,2.1e-09,,2,113,16,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,1.3e-09,3e-09,3.275,129.6,130.0,7.1e-09,1.64e-08,2e-09,1.2e-09,,2,114,16,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,2.5e-09,0.0,3.295,129.5,129.8,8.7e-09,1.66e-08,1e-09,8e-10,,2,115,16,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,1e-09,1.5e-09,3.362,129.3,129.6,8.4e-09,1.74e-08,3.9e-09,1.4e-09,,2,116,16,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,3.3e-09,5.2e-09,3.37,129.4,129.6,1.08e-08,1.75e-08,4.1e-09,3.6e-09,,2,117,16,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,2.4e-09,1.3e-09,3.332,129.3,129.6,1.01e-08,1.9e-08,1.9e-09,7e-10,,2,118,16,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,3.2e-09,6e-10,3.283,129.4,129.6,9.3e-09,1.88e-08,1e-10,2.6e-09,,2,119,16,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,4e-10,3.6e-09,3.271,129.5,129.7,1.02e-08,1.84e-08,1.2e-09,2.7e-09,,2,120,16,1,1.0,FA54-5339-327A-250501@203
8.0,1e-08,2.1e-09,5e-10,3.223,129.7,130.0,9.6e-09,1.94e-08,1.2e-09,4e-10,,2,121,16,1,1.0,FA54-5339-327A-250501@203
7.0,1e-08,1.8e-09,2.1e-09,3.253,129.8,130.0,9.6e-09,1.84e-08,3.6e-09,4.1e-09,,2,122,16,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,4e-09,8e-10,3.293,129.9,130.1,9.8e-09,1.91e-08,2e-09,4.6e-09,,2,123,16,1,1.0,FA54-5339-327A-250501@203
7.0,1e-08,9e-10,2.4e-09,3.252,130.0,130.1,8.5e-09,1.83e-08,1.8e-09,1.9e-09,,2,124,17,1,1.0,FA54-5339-327A-250501@203
8.0,2e-08,1.9e-09,5.2e-09,3.271,129.9,130.1,1e-08,1.78e-08,4.2e-09,1.8e-09,,2,125,17,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,8e-10,3e-10,3.22,129.9,130.1,8.4e-09,1.77e-08,4.6e-09,1.7e-09,,2,126,17,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,6e-10,4.8e-09,3.252,129.7,129.9,1.07e-08,1.8e-08,4.9e-09,1.7e-09,,2,127,17,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1e-09,2e-09,3.272,129.5,129.7,1e-08,1.88e-08,4.2e-09,4.3e-09,,2,128,17,1,1.0,FA54-5339-327A-250501@203
12.0,1e-08,7e-10,1.5e-09,3.256,129.5,129.8,9.4e-09,1.77e-08,6e-10,3e-10,,2,129,17,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,1.5e-09,2.5e-09,3.325,129.7,129.9,7.5e-09,1.63e-08,5.5e-09,3.8e-09,,2,130,17,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,1.1e-09,4.6e-09,3.243,130.0,130.3,9e-09,1.52e-08,3e-09,2.1e-09,,2,131,17,1,1.0,FA54-5339-327A-250501@203
15.0,1e-08,5e-10,2e-10,3.213,129.9,130.2,7.9e-09,1.54e-08,1.4e-09,3e-09,,2,132,17,1,1.0,FA54-5339-327A-250501@203
14.0,1e-08,7e-10,6.4e-09,3.205,130.0,130.2,7.7e-09,1.6e-08,4e-10,8e-10,,2,133,18,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,1.4e-09,1.3e-09,3.261,129.8,130.1,8.9e-09,1.52e-08,1.4e-09,5e-10,,2,134,18,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,1.7e-09,5e-10,3.233,130.0,130.2,8.6e-09,1.73e-08,0.0,1.7e-09,,2,135,18,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,5.5e-09,2.2e-09,3.259,130.0,130.2,8.9e-09,1.71e-08,1.1e-09,2.8e-09,,2,136,18,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,1.7e-09,2.9e-09,3.223,130.1,130.3,9.2e-09,1.8e-08,3.2e-09,2.8e-09,,2,137,18,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,3e-10,6e-10,3.224,129.9,130.1,9.8e-09,1.7e-08,2.5e-09,3.1e-09,,2,138,18,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,2.3e-09,2e-09,3.247,130.0,130.2,9.2e-09,1.85e-08,1.5e-09,5e-10,,2,139,18,1,1.0,FA54-5339-327A-250501@203
10.0,99.99,,,,,,,,,,,2,140,19,3,1.0,FA54-5339-327A-250501@203
11.0,0.0,2.5e-09,5.9e-09,3.241,130.2,130.4,9.8e-09,1.68e-08,5.5e-09,1.4e-09,,2,141,19,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,1.8e-09,1e-09,3.203,130.0,130.3,9.6e-09,1.67e-08,2e-09,5.1e-09,,2,142,19,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,4e-10,2.5e-09,3.29,130.0,130.3,1.01e-08,1.86e-08,1.5e-09,6e-10,,3,1,5,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,1.8e-09,1.4e-09,3.147,129.9,130.2,1.28e-08,1.93e-08,3.6e-09,1.3e-09,,3,2,6,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,4.2e-09,3.5e-09,3.212,130.3,130.5,1.11e-08,2.01e-08,4.9e-09,2.2e-09,,3,3,6,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,4e-10,2.6e-09,3.21,130.4,130.6,1.05e-08,1.89e-08,5.6e-09,6e-10,,3,4,6,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.7e-09,0.0,3.134,130.6,130.7,1.05e-08,1.86e-08,2.8e-09,3.7e-09,,3,5,6,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,4.2e-09,2.5e-09,3.176,130.7,130.8,9.7e-09,1.79e-08,2.7e-09,2.2e-09,,3,6,6,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,2.3e-09,7.4e-09,3.148,130.6,130.9,9.3e-09,1.65e-08,4.7e-09,2e-10,,3,7,6,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,1.9e-09,5.3e-09,3.152,130.4,130.9,8e-09,1.68e-08,2.6e-09,1.7e-09,,3,8,7,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,7e-10,7e-10,3.196,130.6,130.9,8e-09,1.63e-08,4.2e-09,9e-10,,3,9,7,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,1.2e-09,3.9e-09,3.099,130.5,130.7,9.6e-09,1.7e-08,3.1e-09,2.5e-09,,3,10,7,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,2.1e-09,1.4e-09,3.107,130.3,130.5,1e-08,1.76e-08,1.5e-09,2e-10,,3,11,7,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.6e-09,2.8e-09,3.146,130.3,130.5,1.01e-08,1.71e-08,4.9e-09,6.3e-09,,3,12,7,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,2.7e-09,6e-10,3.058,130.2,130.3,1.03e-08,1.93e-08,3.4e-09,4e-09,,3,13,7,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,2e-10,2.8e-09,3.15,130.2,130.5,1.01e-08,1.91e-08,6.3e-09,4e-09,,3,14,7,1,1.0,FA54-5339-327A-250501@203
14.0,1e-08,1.8e-09,1e-09,3.073,130.3,130.5,9.9e-09,1.98e-08,0.0,1.5e-09,,3,15,7,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,3.1e-09,5e-09,3.054,130.2,130.3,1.03e-08,1.95e-08,1.7e-09,1.4e-09,,3,16,7,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,0.0,2.2e-09,3.112,130.2,130.3,1e-08,1.82e-08,4.1e-09,2.3e-09,,3,17,8,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,3e-10,2.1e-09,3.056,130.3,130.4,9.7e-09,1.71e-08,5.2e-09,6.1e-09,,3,18,8,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,3.1e-09,2.9e-09,3.053,130.2,130.4,9.9e-09,1.88e-08,4.1e-09,2.8e-09,,3,19,8,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,7e-10,7e-10,3.172,130.0,130.2,9.7e-09,1.84e-08,5e-09,3.3e-09,,3,20,8,1,1.0,FA54-5339-327A-250501@203
12.0,1e-08,2.5e-09,6.8e-09,3.056,129.7,130.0,1.11e-08,1.82e-08,4.6e-09,1.9e-09,,3,21,8,1,1.0,FA54-5339-327A-250501@203
11.0,1e-08,1.2e-09,1.6e-09,3.097,129.8,130.0,9.7e-09,1.87e-08,3.7e-09,4.3e-09,,3,22,8,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,7e-10,2.3e-09,3.097,129.9,130.1,9.4e-09,1.84e-08,1.8e-09,9e-10,,3,23,8,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,7e-10,7e-10,3.124,130.1,130.3,8.6e-09,1.76e-08,4e-09,2.6e-09,,3,24,8,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,9e-10,6e-10,3.183,130.3,130.6,1.01e-08,1.73e-08,3.5e-09,6e-10,,3,25,8,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,2e-10,9e-10,3.131,130.7,131.0,9.2e-09,1.81e-08,2.5e-09,1.3e-09,,3,26,8,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,4.1e-09,2.5e-09,3.194,130.8,131.1,8.7e-09,1.81e-08,2.2e-09,2.4e-09,,3,27,9,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,6e-10,3.1e-09,3.147,130.5,130.7,7.5e-09,1.68e-08,4.6e-09,4.5e-09,,3,28,9,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,5e-10,4.4e-09,3.212,130.0,130.3,9.7e-09,1.7e-08,2.4e-09,3e-10,,3,29,9,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,1e-09,3.4e-09,3.117,129.8,130.0,8.9e-09,1.84e-08,2.6e-09,2.1e-09,,3,30,9,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,3.2e-09,2.1e-09,3.106,129.8,129.9,8.6e-09,1.85e-08,1.2e-09,5e-10,,3,31,9,1,1.0,FA54-5339-327A-250501@203
11.0,1e-08,3e-10,2.3e-09,3.097,129.8,130.1,9.6e-09,1.86e-08,4e-09,4.8e-09,,3,32,9,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,1.9e-09,6e-10,3.054,129.9,130.2,1.04e-08,1.85e-08,2.3e-09,1.7e-09,,3,33,9,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,1.8e-09,3.5e-09,3.151,129.8,130.0,9.9e-09,1.91e-08,4.7e-09,2.8e-09,,3,34,9,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,3.9e-09,1e-10,3.104,129.9,130.1,9e-09,1.76e-08,6.4e-09,4.5e-09,,3,35,9,1,1.0,FA54-5339-327A-250501@203
